loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.3757410049438477,,0.0,0.008130081300813009,1,,,,,
3.1494932174682617,0.7749207615852356,0.0,0.016260162601626018,2,,,,,
3.292327880859375,,4e-05,0.024390243902439025,3,,,,,
3.3990206718444824,0.8438448905944824,4e-05,0.032520325203252036,4,,,,,
3.072211265563965,0.7583324313163757,8e-05,0.04065040650406504,5,,,,,
2.9602882862091064,0.6673835515975952,0.00012,0.04878048780487805,6,,,,,
2.891500234603882,0.6994450688362122,0.00016,0.056910569105691054,7,,,,,
2.9196887016296387,1.0687353610992432,0.0002,0.06504065040650407,8,,,,,
2.826645612716675,0.8606604933738708,0.0001982608695652174,0.07317073170731707,9,,,,,
3.2550017833709717,0.9336473941802979,0.0001965217391304348,0.08130081300813008,10,,,,,
2.8939390182495117,0.7821349501609802,0.00019478260869565218,0.08943089430894309,11,,,,,
2.7809033393859863,1.3306841850280762,0.00019304347826086958,0.0975609756097561,12,,,,,
2.724210262298584,1.3003954887390137,0.00019130434782608697,0.10569105691056911,13,,,,,
2.242231845855713,0.7124549746513367,0.00018956521739130436,0.11382113821138211,14,,,,,
2.397634983062744,1.1254016160964966,0.00018782608695652175,0.12195121951219512,15,,,,,
2.2222862243652344,0.9800885915756226,0.00018608695652173914,0.13008130081300814,16,,,,,
2.3340954780578613,1.0760107040405273,0.00018434782608695653,0.13821138211382114,17,,,,,
2.0879263877868652,1.0781081914901733,0.00018260869565217392,0.14634146341463414,18,,,,,
2.225036859512329,0.913718581199646,0.00018086956521739132,0.15447154471544716,19,,,,,
1.9859017133712769,0.9064962267875671,0.0001791304347826087,0.16260162601626016,20,,,,,
2.1567811965942383,0.8115415573120117,0.0001773913043478261,0.17073170731707318,21,,,,,
2.1387460231781006,0.7390256524085999,0.0001756521739130435,0.17886178861788618,22,,,,,
2.063429832458496,0.7212033271789551,0.00017391304347826088,0.18699186991869918,23,,,,,
2.1709344387054443,0.7475845217704773,0.00017217391304347827,0.1951219512195122,24,,,,,
2.1457762718200684,0.5968253016471863,0.00017043478260869566,0.2032520325203252,25,,,,,
1.9170184135437012,0.8384286761283875,0.00016869565217391306,0.21138211382113822,26,,,,,
2.1585607528686523,0.6573659181594849,0.00016695652173913042,0.21951219512195122,27,,,,,
1.9654470682144165,0.6942995190620422,0.00016521739130434784,0.22764227642276422,28,,,,,
